rec_id,stage,public
WeNcwccxO9.npy,W,False
NOm2mhCY5b.npy,W,True
OAxo4exaM7.npy,N2,True
YQ7Jh8oJbG.npy,N2,False
DTZG7gTZQH.npy,N2,True
Qd75XnABEH.npy,N2,False
ViLryhGu3L.npy,N2,False
5ZI0R3CbWz.npy,N2,True
YtdC17BYjg.npy,N2,True
VJ32MOJAqz.npy,N2,False
D2yHqCiM9A.npy,N2,False
BGnheBKvSQ.npy,N2,False
5OLDKO9jWM.npy,N2,False
iaeTEx0pdX.npy,N2,True
Ig9QBj4Aoi.npy,N2,False
JaybOE3gDU.npy,N2,True
1JLYF2VzYj.npy,N2,False
ja7pL827Hg.npy,N2,False
JXIn6SC3HZ.npy,N2,True
gYQyivUzGZ.npy,N2,False
xbj0YDGw66.npy,N2,False
bMcDn5CN0F.npy,N2,False
WAoOXVBjkq.npy,N2,False
DDrLgWkYFh.npy,N2,False
pd9p2igfj0.npy,N2,False
MJG2bUB52a.npy,N2,True
h8J2Ifhusr.npy,N2,True
Z8DLZ4cBqe.npy,R,False
fsPusWOJ9m.npy,R,False
c3jSfYvGV2.npy,R,False
qW5LNVNkzI.npy,R,False
jOJIso2Las.npy,R,False
A1aggRtQRw.npy,R,False
epLDVCSMGd.npy,R,False
MYW3DXnVQH.npy,R,True
264umHsYqG.npy,W,False
CuxMi4xUFu.npy,W,False
jBwttV8qcp.npy,N1,False
qYYFeo4fyZ.npy,N2,True
M9oOaCky85.npy,N2,False
l8UcKGNFUl.npy,N2,False
89WX67T2qZ.npy,N2,False
0Pc06MvJz6.npy,N2,True
XA7MqaltVG.npy,N2,False
ZDVLfQgEL3.npy,N2,False
bqBSdFghX7.npy,W,True
ToIGUVI3cJ.npy,W,False
BB8271YovT.npy,W,False
FXJenOzJ8N.npy,W,False
cu0hMNfQYH.npy,W,True
h5FrEdwK4D.npy,W,False
Liqk3iAgdk.npy,W,False
QS8hJFLeKQ.npy,W,False
Uml5kJjVVk.npy,W,True
DplmUbLnxg.npy,W,False
WsTdoRiO1P.npy,W,False
yPCQwxOFle.npy,W,False
oh1EHpTnjn.npy,W,False
X1yJ6mQaDH.npy,W,True
T1pOxbR7SA.npy,W,False
WGPNfPyI88.npy,W,True
wBwJY8cmHb.npy,N1,False
X3mztJx77r.npy,N2,False
L17P6B2kAz.npy,N3,False
KZgFDUVZAf.npy,N3,False
4R3L7N0Obz.npy,N3,True
IKUzzdKnbd.npy,N3,False
PWwGlqQPke.npy,N3,True
F5koJNGqVD.npy,N3,False
UccqzVpAz9.npy,N3,True
4ZwLt3HfHx.npy,N3,True
yiRlSZgWnf.npy,N3,True
yyUsxKiG8x.npy,N3,False
L90GOzgjkB.npy,N3,True
oIXxBQ9HWQ.npy,N3,True
qPpXqA2xQd.npy,N3,False
Nd8SWDWU9E.npy,N3,True
0F0PDYFeU0.npy,N3,True
Oqdj2aY5Ed.npy,N3,True
qnSLfpjqOv.npy,N3,True
S5KyRPffYM.npy,N3,False
wLYak60XOE.npy,N3,False
72dvYKUzuA.npy,N3,False
XDmFV8d301.npy,N3,False
0jYo6XIqa6.npy,N3,False
qnpTX6BY4f.npy,N3,True
IeApxholyo.npy,N3,False
g0V6e0mwpa.npy,N3,False
vaJasYkubW.npy,N2,True
oPObXS3q2w.npy,N2,True
QalvR3B5we.npy,N2,True
0rHNHVR56R.npy,N3,True
JB3xqwaTku.npy,N3,False
1Apueqdchn.npy,N3,True
u3OHlD7imu.npy,N3,True
p7DQQdRPzr.npy,N3,True
ngIZYqQ301.npy,N3,False
g0Dx1x1Mm5.npy,N3,False
w1gaYGHAcL.npy,N3,False
6ZwE1XEGtl.npy,W,False
HNvWGeqqAa.npy,N2,True
eQOfwFcm4c.npy,N2,False
TtwYbHX1KQ.npy,N2,True
yvDPGEiOx1.npy,N3,False
9ll8x00xK4.npy,N3,False
KGaKGNb3lJ.npy,N2,True
MqqgFf3cDM.npy,N2,False
5hEC5TApPP.npy,N2,False
VrOZZf1apq.npy,N2,False
eLTPVKy1iw.npy,N2,True
q9Iqjzc8q8.npy,N2,False
Rf0bbVfP59.npy,N2,False
Kfan4hUCF3.npy,N2,False
oahVaHLJ7U.npy,N2,False
dfd5pm3gOs.npy,N2,False
1z04oE2EG4.npy,N2,False
fZVi2Q6w9f.npy,N2,False
hgSfMH2RsT.npy,N2,True
rxbXFC03hv.npy,N2,False
sRhx9YmKUR.npy,N2,False
QCmg6WKOHU.npy,N1,True
LpBQvyJPJK.npy,N2,False
Sea7tPjNTU.npy,N2,False
NpQJe4T0C9.npy,N2,False
OV0fcbkfyT.npy,N1,False
imVN4LxE0Y.npy,N2,False
Ha89QhcaNZ.npy,N2,False
cZdcaCFGGk.npy,N2,False
X84tVd0L1A.npy,N2,True
xZYYpPm59C.npy,N2,False
OeKxjnomWX.npy,N2,False
6lkEvbntUL.npy,N3,False
PAFUkfJAad.npy,N3,False
O2XuYoeWuH.npy,N3,False
PXpejY8kKY.npy,N3,False
IDGXnWEI2M.npy,N3,False
q4czwikreA.npy,N3,False
IT3ZN6D33g.npy,N3,False
QY7dYE4RlF.npy,N3,True
Rw34NYNFnz.npy,N3,False
uwkXegbyjt.npy,N3,False
mTPvKQdG9U.npy,N3,False
4c8dK7xSMn.npy,N3,False
0fv0Y0wKLO.npy,N3,False
AXKl8HNrUG.npy,N3,False
cxb1CVuqKv.npy,N3,True
L5vf9gPmmT.npy,N3,True
B88XP3AeNk.npy,N3,False
hloDySLUlR.npy,N3,True
PGkjm2YOC6.npy,N3,True
6EgLyJ8I5Q.npy,N3,False
FF4iCcQO3E.npy,N3,False
uTnuR6J7Vt.npy,N2,False
5IhqYghuqi.npy,N2,False
1Yv7gQHWU6.npy,N2,False
LxTiKLYDGW.npy,N2,False
hipSZd0FBf.npy,R,False
CgfJ2aUCYY.npy,R,False
rYpiF3RxKw.npy,R,False
u3GW0FUErL.npy,R,False
CB0a2qcwq2.npy,R,False
PIfhkPtgeV.npy,N2,False
yUcXqspdKv.npy,N2,True
3yh3jgGHo2.npy,N2,False
reqsfndL1v.npy,N2,False
LWIqK8RoNZ.npy,N2,False
goDBCKXJwt.npy,N2,True
9y3ir3Fmhh.npy,N2,True
0WcQb3uNy5.npy,N2,True
CC0S9aI4NI.npy,N2,True
S5QKnzaDxV.npy,N2,True
FUToiq8tvo.npy,N2,False
4SXf1axjSl.npy,N2,False
ElsYSA1bWm.npy,N2,True
0xohhCxQmt.npy,N2,True
7ABGXqRlqr.npy,N2,False
2cacfzZdwx.npy,N2,False
4q98t5NiN4.npy,N2,False
JaVLBgOXij.npy,N2,False
a036OuW3D2.npy,N2,True
IPfYlW2dgX.npy,N2,False
PSqiGdYokd.npy,N2,True
8H40mmIq0B.npy,N2,False
U8v9NqUq1v.npy,N2,False
15WsoihLej.npy,N2,False
Z1DNk0gdPU.npy,N2,True
glj4zXbWby.npy,N2,False
YOU2j0brPq.npy,N2,True
tmDczex3PU.npy,N2,False
u8kEr0TlbN.npy,N1,True
mrITzHvbb9.npy,R,False
SlggHRgQFq.npy,R,True
oNIVKN6qzY.npy,N1,False
wLpUEjV5IH.npy,R,True
Tz0eNvxJcB.npy,R,True
vT8lTEPGYq.npy,R,False
MMhpwZJslG.npy,R,False
AUZE1bzteS.npy,R,False
d98Pk6syhh.npy,R,False
j7NDKMXP6K.npy,R,True
nQ6t8ObDln.npy,R,True
HHWxebGLBe.npy,R,False
3nY0GOLPwx.npy,R,True
aTF2PBqlGf.npy,R,False
re1V0CyFG4.npy,R,False
FGjhKY638D.npy,R,False
7tV9vAci3P.npy,R,False
vDkTLGxxMl.npy,R,True
RthdUiVx3i.npy,R,True
9D3hTeEVTH.npy,R,False
73uDrK6TgC.npy,R,False
IpiS34sHfG.npy,R,False
hdlbNEI2oe.npy,N2,False
a4Vr4fHxcw.npy,N2,False
stNCkZtAqu.npy,N2,True
6HSIsssfmh.npy,N2,False
vxOGpolqoT.npy,N2,True
U5PGBEp4rW.npy,N2,True
dxAIdtIE2R.npy,N2,False
ckkL75yMuW.npy,N2,False
ZGwGA0kAtr.npy,N2,True
YYqZqvRTiA.npy,N2,False
HzremKq7E7.npy,N2,False
tKfjXsAN3c.npy,N2,False
DmDLKouQvO.npy,N2,True
tQ89ErvpIN.npy,N2,True
KWOOmrRzUO.npy,N2,True
NKjgbEuHSy.npy,N2,False
h8JYW17Wjx.npy,N2,False
OqOtNGRjVr.npy,N2,False
3fq1N0UF8n.npy,N2,True
6e8K22XoZw.npy,N2,False
6q3ouuyaw9.npy,N1,False
4Ovg48ffNb.npy,N1,False
4J6ZzPcvr1.npy,R,True
u0Lc4K6nQd.npy,W,True
DCJl899Qmg.npy,W,False
x9HnNgJ7Nz.npy,W,True
XaB9zxrG40.npy,N1,False
cP8Bi0aUJf.npy,N2,False
fikqZc0uSY.npy,N3,False
E1SlThjjzY.npy,N3,False
Mani7J0h6v.npy,N3,False
HcRE2O2Kwt.npy,N3,True
D35eoCew02.npy,N3,True
vOwGw540f0.npy,N3,False
8z2X7VfXFn.npy,N3,False
lAHXGc8JK5.npy,N3,True
BP3G3FDY1Y.npy,N3,False
vxH7EHp1Yz.npy,N3,False
ehE8ATJo0t.npy,N3,False
fL4zWevq3N.npy,N3,False
VQCDWLYmJP.npy,N3,False
IULwgIsAZg.npy,N3,False
WRwYL9hHKI.npy,N3,False
0LsfllTAXp.npy,N3,False
yYkGM43B1N.npy,N2,False
drUd1vUUfF.npy,N2,False
tejBmqCz5Q.npy,N2,False
IGbTIPilvz.npy,N2,True
NDuroWSTeR.npy,N2,True
hsxzKaGhZ4.npy,N2,False
39HEG8nC7a.npy,N2,False
s2XYQ9lLzu.npy,N2,False
flafdDqXV2.npy,N3,False
0a7ndVCHbq.npy,N3,False
Tm5bm6B17d.npy,N3,True
4LccTJmOfO.npy,N3,False
nv63RapX4Z.npy,N3,False
kQ0eRd8MMB.npy,N3,True
nLmUCCVxPR.npy,N2,True
JNotgjE1Wt.npy,N2,False
1XRzyeGZNM.npy,N2,False
xvPbUHK2Xj.npy,N2,False
rvo52OO3PM.npy,N2,False
qoiOq6fZa4.npy,N3,True
ERuj39sHN7.npy,N3,False
S7wncPXLLa.npy,N3,True
xQhoFv9c75.npy,N3,True
wo7xKnVKBA.npy,N3,False
QZD3EO0Qeo.npy,N3,True
nNHkgsEpjB.npy,N3,False
R9LrGA8LR6.npy,N3,True
RloHinZkGQ.npy,N3,True
cvl1Uih08f.npy,N3,False
G2xht87mde.npy,N3,False
Mx4xt8fRge.npy,N3,True
oM9J9k9bOQ.npy,N3,False
IFKbpSzmqo.npy,N3,True
CBCvKjqKfR.npy,N3,False
0OyPEKzbp7.npy,N3,False
RFP38kLskf.npy,R,False
Z8VDD5DTym.npy,R,False
rlydZjXNlo.npy,N2,True
1HpKErxT4N.npy,N2,False
e4fKm3upGb.npy,N2,False
erErthZMEv.npy,N2,False
uliHvR7SVY.npy,N2,True
AawzBhu9yF.npy,N2,False
bSCggH0xuS.npy,N2,False
PyRCj3PXio.npy,W,False
5OXgtVVLXe.npy,N2,False
tWMbrX3jLe.npy,N2,True
QJgZpV1spg.npy,R,False
L4qdr5bMHl.npy,R,False
zqSNCqaVuH.npy,N2,False
lzB68X4mbL.npy,N2,True
DovDBXnW2R.npy,N2,True
i44seWT1m0.npy,N2,False
ASbQf5QO1I.npy,W,False
29ohrDeUHA.npy,N1,False
6nqeduU7tL.npy,N2,False
0ygWd0Ljtw.npy,N2,True
3WwToIqxhk.npy,N2,False
xNTHAGLurm.npy,N2,False
X6LWB8aZ2r.npy,N2,False
RM167Wt8gV.npy,N2,False
zBLxUdTNQ3.npy,N2,True
VGMYQznCGi.npy,N2,False
zOlmbEtp0j.npy,N2,False
6kQMsnSVEX.npy,N2,False
9FC1rZLsrB.npy,N2,True
SQ6iRrCW21.npy,R,False
Babk67GnME.npy,R,False
feQdwp1QEQ.npy,R,False
DYDJHCuLDH.npy,R,False
IK5MU5E9bS.npy,R,False
6mMLKwZqhb.npy,R,False
4lJ24UVX2Y.npy,R,False
fP14tILJBb.npy,N2,False
OFa1Roy8yX.npy,N2,False
D7rjuLTpI7.npy,N2,True
wzzUlIZbvc.npy,N2,False
pUv26OvKSL.npy,N2,False
n0qaXYfEmr.npy,W,False
yIC5eh5JkT.npy,N2,False
5VQVEtoKFg.npy,N2,False
qquvBj7aUV.npy,N2,True
PQ86pLzzsz.npy,N2,False
Ycjnf5VYtf.npy,N2,False
v87FyDBugH.npy,W,False
GQ0D1I3h8i.npy,N2,False
QJ11NdJcz1.npy,N2,True
Hr7GnmALix.npy,N1,False
PpSDut1G4S.npy,N2,False
vSepgcgIb1.npy,N2,True
fyqJ5sHT8L.npy,N2,False
BtEcDZHdx2.npy,N2,True
rE5KzKGY1r.npy,N2,False
fh6Hy62cRf.npy,N2,False
BF5PLC9HqX.npy,N2,False
mF9tHlrjHz.npy,R,False
LhkCXOP0Ak.npy,R,True
53T4IPyjYG.npy,R,False
5mdxhYhUcK.npy,R,False
Z5gQq2mErM.npy,R,False
29cBMePRPO.npy,R,False
zl7iz7xpUl.npy,R,True
PJtzn94uqn.npy,R,True
PDn7y7cJM0.npy,R,True
4yGnLowHja.npy,N2,False
bBMKRewp8J.npy,N2,True
a5I4TOer7C.npy,N2,False
D1ajX00xHi.npy,N2,False
g7b3gOKqpZ.npy,N2,False
Wr6n93Jg5r.npy,N2,False
RPRnpU9K19.npy,N2,False
gwgDueyNAO.npy,N2,False
YJYdIYrPvz.npy,N2,False
zb0FaYuLHr.npy,N2,False
7qRWa8aB9H.npy,N2,True
TQ6y5ekZ8g.npy,N3,True
P9awAyaku4.npy,N3,False
4xONewKDZI.npy,N3,True
NXdXacnJ0Q.npy,N1,True
EYesNigb97.npy,N2,False
DfFiN6AO7Q.npy,N2,False
yjkz9JTst1.npy,N2,False
6Fu7thf515.npy,N2,False
OMus2fhHJi.npy,N2,True
1JdLEC7peR.npy,W,True
KXypxaUF1B.npy,W,False
mqdaAL6lJo.npy,W,False
AWFe3Og91a.npy,N1,False
ZP4LmAfrUA.npy,N2,True
qwkjoU0Qyu.npy,N2,False
fypXTqJVYW.npy,N2,True
uXquUK5eIQ.npy,N2,True
7vL9xPVQEZ.npy,N2,False
m0WR8BGv1j.npy,N3,True
6GmmAm4RLm.npy,N3,False
KdN5jOWZgl.npy,N3,False
NOuuXsrR6h.npy,N3,False
h7vdejZcAQ.npy,N3,True
EB9fRgb6ch.npy,N3,False
RtQyRIoIOj.npy,N3,False
lL0Vj8lkxt.npy,N3,True
jipXPNkUqA.npy,N3,False
E5bDpDS2fc.npy,N3,False
hR34cbuhL1.npy,N3,False
7KTboYpz0M.npy,N3,False
chGk7K5YM3.npy,N3,False
V0fLSYrxBi.npy,N3,False
SubgzjdXzZ.npy,N3,False
9IIIvMMxjX.npy,N3,True
fDjQ2mAOod.npy,N3,True
7SLfwGUo0J.npy,N3,True
odmtHoCL4y.npy,N3,False
RKhPq1JaIj.npy,N3,False
yrVnFNStdP.npy,N3,True
nPGPyb05gx.npy,N3,False
vWOFjORNOV.npy,N3,True
nWbCczaUxP.npy,N3,True
EU3Ostkd71.npy,N3,False
6zpChWugb0.npy,N3,True
CL6wptryXv.npy,N3,True
fjp6uP45kd.npy,N3,True
4W9R7TZGjI.npy,N3,False
j6qxhTzyIO.npy,N3,False
YF1vP02ZFJ.npy,N3,True
xmFKA0siUZ.npy,N3,True
cPTpf1vTmI.npy,N3,True
zTRXmDme62.npy,N3,True
OPZ8hzeei3.npy,N3,False
4wxb5eai5W.npy,N3,False
ncmc4NhIVO.npy,N3,True
13y0CHZZlT.npy,N3,True
6KnvWTVp9F.npy,N3,False
BpQyhBnEFp.npy,N3,False
JmuaFrjthi.npy,N2,True
OoDIiZNpZu.npy,N2,True
8b5Ir2DwGk.npy,N2,False
vAxlo71Q7s.npy,N2,False
RxheG5NlGT.npy,R,True
l7CyqxVNxp.npy,R,False
FDorOLxiWA.npy,R,False
QPY5y26kU9.npy,R,False
Ef3CZoALqA.npy,R,False
uNjGGanFGP.npy,N2,False
qSEZGkhFhQ.npy,N2,True
xngJPq3Rv9.npy,N2,False
LSigEtdTD6.npy,N2,False
dIpg1UoV8j.npy,N2,True
zAhSNIQ1ag.npy,N2,True
RgCluWFL7L.npy,N3,False
3JqLtSgHuS.npy,N3,True
0yjW8K5ews.npy,N3,False
YjFiiPID0w.npy,N3,False
nvX5MGtjtf.npy,N3,True
9s9uDaTTWA.npy,N2,False
lrsFj8arMX.npy,N2,False
33fAesTxjh.npy,N2,False
256EVGIH92.npy,N2,True
xUmHN6xMWA.npy,N2,False
jjMmdQrjhs.npy,N2,False
fTlAxlF9B1.npy,W,False
A93DYj5KRX.npy,N3,True
NzpxQN5pHx.npy,N2,False
Ov2IscRqYH.npy,N2,False
9JxcnrxOaq.npy,N3,True
wJaF2r7edq.npy,N2,False
vNZKwTpNc8.npy,N2,True
myO8xUjcbb.npy,N3,True
BgKICXW0so.npy,N3,False
F3lRpZu7Wz.npy,N3,False
TwLPDmSn5W.npy,N3,False
K098KH68CM.npy,N3,False
dnkwvbSA6c.npy,N3,True
My79eDEHbq.npy,N3,True
vCvjtC6EoE.npy,N3,True
UUKjrYpj59.npy,N3,True
KSjCpB5gpR.npy,N3,True
3OUSRuRlpL.npy,N3,True
kNpTeYqqBV.npy,N3,False
V2fFjc0BEz.npy,N3,True
Ly7lZaIZaG.npy,N3,True
wBVIonn0IK.npy,W,False
CH8bpfZrRr.npy,W,False
8Cn1dRS1te.npy,N2,False
vtKyC3MHV7.npy,R,True
ddOUo22Pt1.npy,R,False
VkXCxuuXd7.npy,R,True
ZuXGCacP41.npy,R,False
i8My69E9hk.npy,R,False
lRn92Lnf4K.npy,N1,True
EejBxEgCJb.npy,N2,True
m7ZEnlbtgh.npy,N2,False
OfJp6LjTlD.npy,N2,False
8MRHtdSlb5.npy,N2,False
i3Wu0sT5Qn.npy,N2,True
cyhhIdg7Tg.npy,N2,False
ZcbmBBOyAT.npy,N2,False
RvlClJYbTC.npy,N2,False
tgWKpkqyt1.npy,N2,False
caEErluV0Y.npy,N2,False
6bOyf1LnFd.npy,N2,False
PxoyezR7wz.npy,N2,False
PO0JpixvRR.npy,N2,False
QSba3MitPN.npy,N2,False
seJkFJeSgx.npy,N2,False
gV2I9YFJa8.npy,N2,False
DovpfQuau1.npy,N2,False
P0ekXDT0ee.npy,N2,False
Jkasj5Ntw3.npy,N2,True
EhRJZe3zVk.npy,N2,False
9n65nwBlFF.npy,N2,False
926mwDcGi8.npy,N2,True
omFPv3p5r6.npy,N2,False
XRDmiry5kb.npy,R,False
5adyM926jQ.npy,R,False
H7YIeIGw0l.npy,R,False
Ou7LaBWlre.npy,R,True
Xq6fG6HTmW.npy,R,False
thCEXlRago.npy,R,True
f4bW5YcV8C.npy,R,True
kg1HOvZLAB.npy,R,False
joTaPDPuKX.npy,R,False
Dj3HIEIYLW.npy,R,True
pMMRhP7gsC.npy,R,False
y613ZlQLJU.npy,R,False
eD8rtkQY5d.npy,R,False
tDJuC6FWJI.npy,R,True
0AzSK4xBhX.npy,R,True
YJi2iYOW6Q.npy,N2,False
CzMs2MZx2I.npy,N2,False
G6ozJOtgET.npy,N2,False
77N4yg7RjC.npy,N2,False
akEcidKGZG.npy,N2,False
6cqGfkRZQM.npy,N2,False
BjvfzCPjVg.npy,N2,False
Ltrw0jwubl.npy,N2,True
7Ob3KTsyxJ.npy,N2,False
SrF7xaODpj.npy,N2,False
Qf8fLZvKam.npy,N2,True
UtnQg2QFR0.npy,N2,True
oONOKbmjFP.npy,N2,True
K4ZSxbbJAs.npy,N3,False
C9IxgcxmC1.npy,N3,True
2KMGMjvhqt.npy,N3,False
bg2O0a46eo.npy,N3,False
INkI4gHCCt.npy,W,False
0ZBAwKBJ87.npy,N2,False
UDpA9wSzBC.npy,N2,False
Jun1FMgyKC.npy,N2,False
TGUVpC5dgE.npy,N2,True
JWOca1G1IU.npy,R,False
Gfi1pkdSe8.npy,R,False
RHcl28XgjL.npy,R,False
tAy1kZ0OSE.npy,R,False
8WIjgcJbmu.npy,R,True
EGpyF87lKW.npy,R,False
1wfcGPuKa5.npy,R,False
1Sr5PtQcl9.npy,R,False
rdtHYb784D.npy,R,False
w7mPP6YMHt.npy,R,False
z2eirvWfNB.npy,R,False
diPHumyj1E.npy,R,False
UKUHQQJLb8.npy,R,False
bNbFieNBuV.npy,R,True
AZYYsF53pc.npy,R,False
NaI0fUey42.npy,N2,False
U9frOlPCD4.npy,N2,False
HSBUo3iykG.npy,N2,True
s1dQ8qPHWa.npy,N2,False
tKUtfyRM4E.npy,N2,False
1u4oJz48DG.npy,N2,True
aiYRDciQKs.npy,N2,False
USHiW0sgJV.npy,W,False
U14epRmbWe.npy,W,False
WuKf5j55UN.npy,W,True
LWEogeP0g0.npy,W,True
GE5MuT8LCD.npy,N1,False
lDqTWNiqhy.npy,N2,False
guI5jEGXAv.npy,N2,False
ZwLrL5U5vl.npy,N2,True
JYtuP6Lm4G.npy,N3,False
j7AEG0hqSf.npy,N3,True
osCCwF0AOO.npy,N3,False
uBByaDzJ9Q.npy,N2,False
Yo5vyfmrTV.npy,N1,False
dVi9LSpSrM.npy,N2,False
bCiNsBn2uK.npy,N3,False
pdf5J1UWvD.npy,W,False
VeHIwGeNAI.npy,W,False
pM20P6x7Nw.npy,W,False
n8Znlq5MZi.npy,W,False
MbkckadfHz.npy,W,False
nqLeuOWVWB.npy,W,False
GP2fXUErQQ.npy,W,False
XnFML2Ak61.npy,W,True
3yCLfUxcRD.npy,W,False
ySePgRTVkS.npy,W,True
EnqUVSU07W.npy,W,False
eVTJQdkGwf.npy,W,False
ZFCbmdoELT.npy,N1,True
m28FAJAmzW.npy,N2,False
0ZmyMzskMJ.npy,N2,True
G6vZM1LD0g.npy,R,False
1hrjWoH899.npy,R,False
06aMFf4WiO.npy,R,False
w3XyLCtlMO.npy,R,False
m9zoftULkt.npy,R,False
2lydk7LhHH.npy,R,True
yuOSJ5kEXs.npy,W,False
DH2XOCyTeN.npy,R,False
9d0OIdChP6.npy,R,False
JTMZCaN525.npy,R,True
QEitcMlPT3.npy,R,False
0He4cvCRB2.npy,R,False
OrRBLqTDsI.npy,N2,False
SprvtZpN0b.npy,N2,True
ZyuYVI5NaJ.npy,N2,False
maLiXo1z6P.npy,N1,False
